month,borough,communitydistrict,refusetonscollected,papertonscollected,mgptonscollected,resorganicstons,schoolorganictons,leavesorganictons,xmastreetons,otherorganicstons,borough_id
2017 / 01,Manhattan,1,1528.49,346.25,240.21,13.0,,,16.0,,1
2017 / 01,Manhattan,2,2322.79,508.31,336.99,,15.43,,54.6,,1
2017 / 01,Manhattan,3,6167.23,525.36,386.55,,47.97,,41.4,6.76,1
2017 / 01,Manhattan,4,3249.53,676.07,368.13,,,,40.46,,1
2017 / 01,Manhattan,5,1697.98,272.9,181.24,,,,28.0,,1
2017 / 01,Manhattan,6,3324.1,789.62,393.27,14.34,,,39.52,,1
2017 / 01,Manhattan,7,5272.84,1180.12,807.85,17.7,31.87,,93.93,5.3,1
2017 / 01,Manhattan,8,6059.91,1161.38,789.92,8.51,,,185.0,,1
2017 / 01,Manhattan,9,2458.24,285.21,252.39,23.46,70.29,,28.7,,1
2017 / 01,Manhattan,10,6169.46,287.39,283.59,,,,37.8,10.23,1
2017 / 01,Manhattan,11,2395.86,240.29,195.28,,22.8,,15.0,,1
2017 / 01,Manhattan,12,5095.85,480.71,511.75,,25.47,,44.8,,1
2017 / 02,Manhattan,1,1382.57,321.73,215.75,12.37,,,,,1
2017 / 02,Manhattan,2,2045.22,402.17,299.01,,13.1,,,,1
2017 / 02,Manhattan,3,5475.47,431.23,360.01,,33.04,,,6.44,1
2017 / 02,Manhattan,4,2920.56,590.52,353.58,,,,,,1
2017 / 02,Manhattan,5,1565.58,227.42,159.32,,,,,,1
2017 / 02,Manhattan,6,2943.99,694.86,387.17,11.34,,,,,1
2017 / 02,Manhattan,7,4547.98,986.98,708.63,14.74,24.1,,,5.56,1
2017 / 02,Manhattan,8,5248.09,990.17,712.9,7.35,,,,,1
2017 / 02,Manhattan,9,2176.9,248.48,237.18,20.35,55.13,,,,1
2017 / 02,Manhattan,10,5502.04,238.97,246.02,,,,,10.74,1
2017 / 02,Manhattan,11,2050.02,196.64,174.48,,16.17,,,,1
2017 / 02,Manhattan,12,4445.49,411.81,436.99,,22.43,,,,1
2017 / 03,Manhattan,1,1575.9,414.21,259.83,13.2,,,,,1
2017 / 03,Manhattan,2,2268.47,460.4,322.72,,16.6,,,,1
2017 / 03,Manhattan,3,6292.22,547.42,418.2,,58.35,,,6.65,1
2017 / 03,Manhattan,4,3279.6,713.87,424.09,,,,,,1
2017 / 03,Manhattan,5,1751.0,265.69,179.56,,,,,,1
2017 / 03,Manhattan,6,3328.93,843.56,444.07,10.73,,,,,1
2017 / 03,Manhattan,7,5078.62,1161.96,798.95,17.1,30.4,,,5.44,1
2017 / 03,Manhattan,8,5841.01,1183.32,806.0,7.83,,,,,1
2017 / 03,Manhattan,9,2412.94,305.62,279.46,22.5,73.36,,,,1
2017 / 03,Manhattan,10,6359.07,299.29,294.36,,,,,9.65,1
2017 / 03,Manhattan,11,2338.84,254.49,194.16,,23.87,,,,1
2017 / 03,Manhattan,12,5044.44,490.57,532.98,,34.0,,,,1
2017 / 04,Manhattan,1,1531.39,356.24,243.1,13.97,,,,,1
2017 / 04,Manhattan,2,2270.9,436.34,303.87,,11.3,,,,1
2017 / 04,Manhattan,3,6053.71,516.5,388.63,,36.91,,,8.22,1
2017 / 04,Manhattan,4,3213.73,639.93,375.62,,,,,,1
2017 / 04,Manhattan,5,1809.56,237.84,170.85,,,,,,1
2017 / 04,Manhattan,6,3179.74,776.2,387.17,11.82,,,,,1
2017 / 04,Manhattan,7,5037.9,1072.79,751.4,16.98,23.27,,,7.3,1
2017 / 04,Manhattan,8,5867.26,1131.32,787.5,7.41,,,,,1
2017 / 04,Manhattan,9,2406.17,283.44,264.0,22.0,49.5,,,,1
2017 / 04,Manhattan,10,6018.06,268.34,252.95,,,,,13.39,1
2017 / 04,Manhattan,11,2225.08,224.82,187.1,,16.54,,,,1
2017 / 04,Manhattan,12,4856.0,445.98,471.59,,21.83,,,,1
2017 / 05,Manhattan,1,1688.84,349.59,236.35,17.07,,,,,1
2017 / 05,Manhattan,2,2568.59,495.47,352.46,,15.99,,,,1
2017 / 05,Manhattan,3,6881.67,552.07,427.07,,52.78,,,6.27,1
2017 / 05,Manhattan,4,3589.32,695.91,391.83,,,,,,1
2017 / 05,Manhattan,5,1993.44,282.6,194.66,,,,,,1
2017 / 05,Manhattan,6,3582.62,804.37,391.87,14.68,,,,,1
2017 / 05,Manhattan,7,5599.92,1120.67,776.08,20.43,39.97,,,5.93,1
2017 / 05,Manhattan,8,6506.79,1169.64,799.1,10.53,,,,,1
2017 / 05,Manhattan,9,2782.34,307.36,267.93,30.59,75.81,,,,1
2017 / 05,Manhattan,10,6591.84,293.54,279.31,,,,,11.36,1
2017 / 05,Manhattan,11,2555.93,251.54,201.94,,23.18,,,,1
2017 / 05,Manhattan,12,5421.45,472.78,513.43,,37.78,,,,1
2017 / 06,Manhattan,1,1656.73,404.72,280.18,16.97,,,,,1
2017 / 06,Manhattan,2,2361.58,463.51,312.83,,10.87,,,,1
2017 / 06,Manhattan,3,6519.39,613.27,440.37,,39.96,,,6.9,1
2017 / 06,Manhattan,4,3591.2,733.62,420.38,,,,,,1
2017 / 06,Manhattan,5,1922.33,256.57,188.13,,,,,,1
2017 / 06,Manhattan,6,3507.57,848.77,439.07,15.18,,,,,1
2017 / 06,Manhattan,7,5393.23,1184.77,803.7,19.19,17.83,,,6.76,1
2017 / 06,Manhattan,8,6197.14,1157.48,796.61,12.01,,,,,1
2017 / 06,Manhattan,9,2585.7,346.13,288.99,26.71,46.69,,,,1
2017 / 06,Manhattan,10,6316.97,302.44,310.36,,,,,11.3,1
2017 / 06,Manhattan,11,2476.9,261.48,197.63,,17.99,,,,1
2017 / 06,Manhattan,12,5268.96,513.17,521.92,,26.16,,,,1
2017 / 07,Manhattan,1,1516.08,317.54,218.24,16.48,,,,,1
2017 / 07,Manhattan,2,2185.52,369.77,283.97,,,,,,1
2017 / 07,Manhattan,3,6361.27,491.14,412.48,,,,,9.43,1
2017 / 07,Manhattan,4,3308.44,604.89,369.81,,,,,,1
2017 / 07,Manhattan,5,1803.48,207.63,153.28,,,,,,1
2017 / 07,Manhattan,6,3232.49,711.3,383.03,16.98,,,,,1
2017 / 07,Manhattan,7,4930.04,985.02,711.53,19.29,,,,8.04,1
2017 / 07,Manhattan,8,5396.53,942.18,701.5,17.54,,,,,1
2017 / 07,Manhattan,9,2471.74,265.38,254.76,27.03,,,,,1
2017 / 07,Manhattan,10,6330.28,270.49,255.67,,,,,12.55,1
2017 / 07,Manhattan,11,2307.75,206.97,180.65,,,,,,1
2017 / 07,Manhattan,12,5166.82,429.81,467.29,,,,,,1
2017 / 08,Manhattan,1,1576.93,312.08,243.88,18.41,,,,,1
2017 / 08,Manhattan,2,2239.43,422.75,319.65,,,,,0.18,1
2017 / 08,Manhattan,3,6475.76,544.74,427.41,,,,,7.28,1
2017 / 08,Manhattan,4,3367.01,659.12,394.47,,,,,,1
2017 / 08,Manhattan,5,1901.34,252.17,188.87,,,,,,1
2017 / 08,Manhattan,6,3453.61,769.59,420.55,15.57,,,,,1
2017 / 08,Manhattan,7,5056.22,1003.83,721.86,19.37,,,,6.48,1
2017 / 08,Manhattan,8,5652.48,1002.73,718.76,22.04,,,,,1
2017 / 08,Manhattan,9,2536.92,275.77,263.67,26.2,,,,,1
2017 / 08,Manhattan,10,6600.51,309.71,303.97,,,,,9.84,1
2017 / 08,Manhattan,11,2413.17,235.73,221.38,,,,,,1
2017 / 08,Manhattan,12,5284.03,494.46,532.59,,,,,,1
2017 / 09,Manhattan,1,1623.47,405.22,277.63,16.9,,,,,1
2017 / 09,Manhattan,2,2317.73,446.09,302.2,,13.75,,,,1
2017 / 09,Manhattan,3,6320.22,547.06,413.49,,43.37,,,8.94,1
2017 / 09,Manhattan,4,3379.8,723.78,402.43,,,,,,1
2017 / 09,Manhattan,5,1865.04,252.02,168.74,,,,,,1
2017 / 09,Manhattan,6,3428.96,841.79,420.72,17.29,,,,,1
2017 / 09,Manhattan,7,5224.51,1209.52,757.01,21.19,26.99,,,8.64,1
2017 / 09,Manhattan,8,6036.29,1207.11,769.03,16.12,,,,,1
2017 / 09,Manhattan,9,2419.13,358.93,281.02,31.63,50.51,,,,1
2017 / 09,Manhattan,10,6276.46,309.31,279.79,,40.78,,,11.78,1
2017 / 09,Manhattan,11,2300.09,216.82,181.96,,,,,,1
2017 / 09,Manhattan,12,5098.93,467.63,470.79,,29.1,,,,1
2017 / 10,Manhattan,1,1657.14,356.83,234.02,18.11,,,,,1
2017 / 10,Manhattan,2,2438.98,496.38,335.01,,20.29,,,,1
2017 / 10,Manhattan,3,6296.33,491.14,369.2,,64.55,,,9.41,1
2017 / 10,Manhattan,4,3432.01,671.06,356.83,,,,,,1
2017 / 10,Manhattan,5,1953.35,273.87,192.38,,,,,,1
2017 / 10,Manhattan,6,3538.66,804.87,377.81,19.15,,,,,1
2017 / 10,Manhattan,7,5340.32,1155.1,747.93,25.05,39.06,,,6.63,1
2017 / 10,Manhattan,8,6296.33,1159.22,759.72,16.82,,,,,1
2017 / 10,Manhattan,9,2431.09,266.18,237.6,28.86,95.0,,,,1
2017 / 10,Manhattan,10,6365.08,290.86,273.82,,45.65,,,14.19,1
2017 / 10,Manhattan,11,2388.48,197.29,180.74,,,,,,1
2017 / 10,Manhattan,12,5156.55,435.13,454.91,,50.8,,,,1
2017 / 11,Manhattan,1,1601.62,371.76,249.87,19.96,,,,,1
2017 / 11,Manhattan,2,2387.28,497.46,347.11,,19.66,,,,1
2017 / 11,Manhattan,3,6143.57,501.01,404.23,,55.13,,,9.11,1
2017 / 11,Manhattan,4,3335.73,703.55,399.62,,,,,,1
2017 / 11,Manhattan,5,1839.57,258.14,185.59,,,,,,1
2017 / 11,Manhattan,6,3459.84,859.96,435.48,29.76,,,,,1
2017 / 11,Manhattan,7,5303.86,1220.39,795.81,26.42,36.75,,,6.89,1
2017 / 11,Manhattan,8,6196.95,1254.89,827.07,17.22,,,,,1
2017 / 11,Manhattan,9,2396.53,285.5,255.67,31.99,91.54,,,,1
2017 / 11,Manhattan,10,6363.37,308.53,322.79,,39.44,,,13.57,1
2017 / 11,Manhattan,11,2451.44,246.11,204.28,,,,,,1
2017 / 11,Manhattan,12,5049.18,500.37,511.72,,54.94,,,,1
2017 / 12,Manhattan,1,1538.12,428.5,263.94,16.22,,,,,1
2017 / 12,Manhattan,2,2296.45,472.31,319.86,,17.08,,,,1
2017 / 12,Manhattan,3,6087.89,513.39,391.64,,43.95,,,7.83,1
2017 / 12,Manhattan,4,3305.96,771.55,422.54,,,,,,1
2017 / 12,Manhattan,5,1776.48,274.88,184.2,,,,,,1
2017 / 12,Manhattan,6,3330.46,903.74,442.3,23.03,,,,,1
2017 / 12,Manhattan,7,5136.98,1301.51,804.64,24.96,29.56,,,6.89,1
2017 / 12,Manhattan,8,5950.85,1336.05,850.48,15.22,,,,,1
2017 / 12,Manhattan,9,2361.24,349.42,293.28,27.79,77.09,,,,1
2017 / 12,Manhattan,10,6289.69,346.97,276.4,,32.5,,,11.36,1
2017 / 12,Manhattan,11,2385.41,228.46,187.1,,,,,,1
2017 / 12,Manhattan,12,4973.74,511.97,501.88,,39.07,,,,1
2018 / 01,Manhattan,1,1580.48,348.65,240.11,13.17,,,18.0,,1
2018 / 01,Manhattan,2,2388.16,505.73,380.16,,17.41,,42.9,,1
2018 / 01,Manhattan,3,6122.73,474.41,399.15,,53.2,,62.1,5.25,1
2018 / 01,Manhattan,4,3396.49,656.75,381.19,,,,21.6,,1
2018 / 01,Manhattan,5,1697.06,261.29,194.13,,,,50.4,,1
2018 / 01,Manhattan,6,3284.55,754.38,409.0,26.25,,,45.9,,1
2018 / 01,Manhattan,7,5259.51,1126.89,821.81,19.81,31.83,,57.6,4.5,1
2018 / 01,Manhattan,8,5992.41,1155.98,848.32,12.21,,,144.0,,1
2018 / 01,Manhattan,9,2363.44,270.45,252.28,20.21,70.82,,36.9,,1
2018 / 01,Manhattan,10,6203.63,309.87,294.1,,36.45,,28.8,10.51,1
2018 / 01,Manhattan,11,2439.36,223.9,206.54,,,,17.5,,1
2018 / 01,Manhattan,12,5017.43,472.91,519.49,16.13,43.85,,70.4,,1
2018 / 02,Manhattan,1,1414.77,340.3,223.28,11.9,,,,,1
2018 / 02,Manhattan,2,2099.28,410.49,302.71,,15.08,,,,1
2018 / 02,Manhattan,3,5585.74,435.67,370.88,,39.1,,,12.01,1
2018 / 02,Manhattan,4,2985.34,601.94,354.84,,,,,,1
2018 / 02,Manhattan,5,1523.18,231.19,162.91,,,,,,1
2018 / 02,Manhattan,6,2946.4,716.95,381.5,23.76,,,,,1
2018 / 02,Manhattan,7,4536.17,1028.79,716.25,17.76,25.82,,,5.67,1
2018 / 02,Manhattan,8,5264.07,1029.32,735.75,11.05,,,,,1
2018 / 02,Manhattan,9,2119.81,257.88,240.32,12.05,59.32,,,,1
2018 / 02,Manhattan,10,5673.89,256.37,253.91,,26.67,,,9.35,1
2018 / 02,Manhattan,11,2116.66,189.1,178.07,,,,,,1
2018 / 02,Manhattan,12,4462.71,423.66,444.87,22.1,27.95,,,,1
2018 / 03,Manhattan,1,1587.76,417.18,277.51,12.57,,,,,1
2018 / 03,Manhattan,2,2279.94,438.35,318.83,,19.91,,,,1
2018 / 03,Manhattan,3,6304.46,548.0,409.44,,56.57,,,21.12,1
2018 / 03,Manhattan,4,3386.94,753.41,427.41,11.03,,,,,1
2018 / 03,Manhattan,5,1693.19,263.84,169.54,,,,,,1
2018 / 03,Manhattan,6,3308.14,901.86,463.49,21.65,,,,,1
2018 / 03,Manhattan,7,5119.58,1229.01,808.17,20.53,35.5,,,8.26,1
2018 / 03,Manhattan,8,5915.94,1260.75,847.73,13.56,,,,,1
2018 / 03,Manhattan,9,2366.54,315.88,289.02,16.48,75.03,,,,1
2018 / 03,Manhattan,10,6368.86,299.1,288.76,,40.16,,,10.6,1
2018 / 03,Manhattan,11,2370.8,200.52,177.81,,,,,,1
2018 / 03,Manhattan,12,4940.83,484.16,505.52,26.04,38.88,,,,1
2018 / 04,Manhattan,1,1513.22,368.61,239.27,11.77,,,,,1
2018 / 04,Manhattan,2,2253.18,461.55,322.04,,14.13,,,,1
2018 / 04,Manhattan,3,6009.19,478.9,372.35,,45.48,,,31.21,1
2018 / 04,Manhattan,4,3264.53,654.21,355.7,10.64,,,,,1
2018 / 04,Manhattan,5,1679.79,256.25,161.63,,,,,,1
2018 / 04,Manhattan,6,3192.13,768.62,370.8,20.28,,,,,1
2018 / 04,Manhattan,7,4910.82,1108.61,749.34,20.82,27.44,,,6.71,1
2018 / 04,Manhattan,8,5645.22,1133.47,745.17,13.05,,,,,1
2018 / 04,Manhattan,9,2321.98,262.31,244.33,16.61,72.87,,,,1
2018 / 04,Manhattan,10,6002.47,271.51,253.47,,30.26,,,13.12,1
2018 / 04,Manhattan,11,2272.76,201.08,174.07,,,,,,1
2018 / 04,Manhattan,12,4803.37,421.67,442.51,29.85,29.47,,,,1
2018 / 05,Manhattan,1,1756.16,415.35,260.83,13.56,,,,,1
2018 / 05,Manhattan,2,2535.61,505.51,353.26,,23.29,,,,1
2018 / 05,Manhattan,3,6740.33,589.07,431.38,,63.29,,,32.42,1
2018 / 05,Manhattan,4,3711.55,768.4,412.74,11.97,,,,,1
2018 / 05,Manhattan,5,1967.9,321.28,197.64,,,,,,1
2018 / 05,Manhattan,6,3610.05,888.57,447.65,27.11,,,,,1
2018 / 05,Manhattan,7,5597.22,1234.77,780.51,24.5,41.1,,,6.06,1
2018 / 05,Manhattan,8,6487.58,1278.67,826.63,16.74,,,,,1
2018 / 05,Manhattan,9,2668.59,311.33,274.93,17.56,85.19,,,,1
2018 / 05,Manhattan,10,6667.15,346.22,297.06,,46.24,,,10.68,1
2018 / 05,Manhattan,11,2571.22,245.4,211.42,,,,,,1
2018 / 05,Manhattan,12,5382.79,527.87,550.36,29.42,58.06,,,,1
2018 / 06,Manhattan,1,1641.54,426.3,278.94,15.04,,,,,1
2018 / 06,Manhattan,2,2423.19,501.83,327.45,,14.93,,,,1
2018 / 06,Manhattan,3,6434.75,586.68,412.72,,34.99,,,42.0,1
2018 / 06,Manhattan,4,3591.23,781.86,420.83,13.48,,,,,1
2018 / 06,Manhattan,5,1868.64,285.16,173.42,,,,,,1
2018 / 06,Manhattan,6,3536.72,878.24,433.04,25.19,,,,,1
2018 / 06,Manhattan,7,5339.21,1293.06,814.79,26.09,20.88,,,8.59,1
2018 / 06,Manhattan,8,6123.35,1256.03,820.0,15.56,,,,,1
2018 / 06,Manhattan,9,2489.67,358.26,295.9,15.86,50.08,,,,1
2018 / 06,Manhattan,10,6436.71,333.87,285.64,,29.1,,,10.79,1
2018 / 06,Manhattan,11,2510.56,227.08,186.03,,,,,,1
2018 / 06,Manhattan,12,5279.21,492.04,484.59,30.06,35.16,,,,1
2018 / 07,Manhattan,1,1534.21,326.41,215.58,15.59,,,,,1
2018 / 07,Manhattan,2,2209.55,416.83,290.22,,,,,,1
2018 / 07,Manhattan,3,6267.3,495.87,363.41,,,,,34.64,1
2018 / 07,Manhattan,4,3351.8,651.88,352.2,19.16,,,,,1
2018 / 07,Manhattan,5,1767.4,264.78,176.8,,,,,,1
2018 / 07,Manhattan,6,3342.18,768.78,363.36,28.41,,,,,1
2018 / 07,Manhattan,7,4985.52,1043.61,695.08,24.51,,,,6.78,1
2018 / 07,Manhattan,8,5469.56,1012.21,671.55,18.94,,,,,1
2018 / 07,Manhattan,9,2456.11,249.33,235.58,17.18,,,,,1
2018 / 07,Manhattan,10,6416.15,285.24,269.41,,,,,12.78,1
2018 / 07,Manhattan,11,2424.28,212.29,177.37,,,,,,1
2018 / 07,Manhattan,12,5239.59,440.45,464.68,30.94,,,,,1
2018 / 08,Manhattan,1,1560.74,379.94,242.83,18.01,,,,,1
2018 / 08,Manhattan,2,2281.43,443.54,302.96,,,,,,1
2018 / 08,Manhattan,3,6616.23,585.45,431.21,,,,,36.92,1
2018 / 08,Manhattan,4,3487.71,750.74,432.11,29.7,,,,,1
2018 / 08,Manhattan,5,1855.78,285.5,177.15,,,,,,1
2018 / 08,Manhattan,6,3428.77,877.65,429.64,31.95,,,,,1
2018 / 08,Manhattan,7,5068.3,1116.83,745.66,26.82,,,,6.27,1
2018 / 08,Manhattan,8,5610.01,1128.79,725.93,21.68,,,,,1
2018 / 08,Manhattan,9,2509.91,315.8,280.54,19.07,,,,,1
2018 / 08,Manhattan,10,6639.9,317.79,309.84,,,,,10.94,1
2018 / 08,Manhattan,11,2444.0,265.78,203.02,,,,,,1
2018 / 08,Manhattan,12,5397.59,505.57,540.31,32.31,,,,,1
2018 / 09,Manhattan,1,1643.86,405.04,276.54,14.03,,,,,1
2018 / 09,Manhattan,2,2273.24,504.2,305.58,,20.87,,,,1
2018 / 09,Manhattan,3,6316.19,562.75,394.79,,44.08,,,26.38,1
2018 / 09,Manhattan,4,3478.37,740.23,373.26,32.03,,,,,1
2018 / 09,Manhattan,5,1773.94,288.77,166.92,,,,,,1
2018 / 09,Manhattan,6,3322.43,892.09,399.12,25.91,,,,,1
2018 / 09,Manhattan,7,5137.48,1224.81,742.65,24.17,34.42,,,9.5,1
2018 / 09,Manhattan,8,5953.05,1304.68,777.38,12.76,,,,,1
2018 / 09,Manhattan,9,2396.78,331.96,265.95,19.6,58.1,,,,1
2018 / 09,Manhattan,10,6380.02,278.87,262.69,,,,,14.56,1
2018 / 09,Manhattan,11,2351.55,253.2,184.41,,23.88,,,,1
2018 / 09,Manhattan,12,4933.29,477.99,471.05,22.98,34.22,,,,1
2018 / 10,Manhattan,1,1680.98,386.62,237.24,15.65,,,,,1
2018 / 10,Manhattan,2,2520.18,572.59,369.53,,34.96,,,,1
2018 / 10,Manhattan,3,6787.39,558.26,398.74,,60.99,,,31.49,1
2018 / 10,Manhattan,4,3688.81,742.4,371.64,35.17,,,,,1
2018 / 10,Manhattan,5,1954.95,331.51,198.24,,,,,,1
2018 / 10,Manhattan,6,3652.15,877.01,392.26,33.29,,,,,1
2018 / 10,Manhattan,7,5586.35,1220.06,764.82,30.31,51.82,,,6.49,1
2018 / 10,Manhattan,8,6454.48,1313.41,805.62,12.4,,,,,1
2018 / 10,Manhattan,9,2557.72,289.85,256.25,21.51,99.74,,,,1
2018 / 10,Manhattan,10,6872.99,285.55,284.3,,,,,11.36,1
2018 / 10,Manhattan,11,2577.7,268.21,209.23,,30.76,,,,1
2018 / 10,Manhattan,12,5389.03,473.56,493.33,23.91,41.48,,,,1
2018 / 11,Manhattan,1,1569.51,433.51,270.19,16.39,,,,,1
2018 / 11,Manhattan,2,2392.9,518.26,339.5,,27.63,,,,1
2018 / 11,Manhattan,3,6495.45,514.09,387.05,,53.47,,,43.44,1
2018 / 11,Manhattan,4,3543.74,802.8,428.04,36.1,,,,,1
2018 / 11,Manhattan,5,1803.76,316.07,185.21,,,,,,1
2018 / 11,Manhattan,6,3432.94,963.21,460.24,39.55,,,,,1
2018 / 11,Manhattan,7,5409.55,1315.26,822.71,27.37,42.93,,,7.63,1
2018 / 11,Manhattan,8,6255.75,1366.32,856.63,13.18,,,,,1
2018 / 11,Manhattan,9,2428.92,309.68,283.84,21.46,78.58,,,,1
2018 / 11,Manhattan,10,6662.5,298.43,286.63,,,,,12.36,1
2018 / 11,Manhattan,11,2558.61,235.7,185.71,,25.16,,,,1
2018 / 11,Manhattan,12,5250.38,514.2,525.88,24.04,34.34,,,,1
2018 / 12,Manhattan,1,1549.44,454.72,259.73,16.07,,,,,1
2018 / 12,Manhattan,2,2248.93,522.42,333.61,,24.18,,,,1
2018 / 12,Manhattan,3,6260.07,507.22,381.44,,40.97,,,41.31,1
2018 / 12,Manhattan,4,3392.3,777.14,395.77,34.69,,,,,1
2018 / 12,Manhattan,5,1784.27,285.32,172.64,,,,,,1
2018 / 12,Manhattan,6,3331.75,946.23,428.99,27.28,,,,,1
2018 / 12,Manhattan,7,5179.62,1293.25,816.83,26.16,35.04,,,9.22,1
2018 / 12,Manhattan,8,5954.81,1392.35,833.16,12.67,,,,,1
2018 / 12,Manhattan,9,2380.66,318.97,276.86,20.5,64.0,,,,1
2018 / 12,Manhattan,10,6601.79,281.0,256.05,,,,,13.14,1
2018 / 12,Manhattan,11,2429.6,240.83,183.53,,16.7,,,,1
2018 / 12,Manhattan,12,5121.86,495.44,480.66,21.72,33.11,,,,1
2019 / 01,Manhattan,1,1589.76,395.2,257.44,18.99,,,36.11,,1
2019 / 01,Manhattan,2,2227.45,537.19,390.67,,28.08,,38.5,,1
2019 / 01,Manhattan,3,6088.9,535.8,409.29,,54.81,,15.33,41.72,1
2019 / 01,Manhattan,4,3365.91,726.06,411.27,36.06,,,27.0,,1
2019 / 01,Manhattan,5,1660.22,330.27,220.05,,,,19.07,,1
2019 / 01,Manhattan,6,3390.8,859.5,447.34,27.36,,,38.84,,1
2019 / 01,Manhattan,7,5163.51,1185.09,844.83,30.18,43.62,,86.4,7.97,1
2019 / 01,Manhattan,8,6072.95,1240.91,889.52,12.78,,,150.0,,1
2019 / 01,Manhattan,9,2339.68,285.85,276.58,16.49,76.63,,20.5,,1
2019 / 01,Manhattan,10,6405.79,336.84,332.64,,,,21.6,11.25,1
2019 / 01,Manhattan,11,2472.21,261.69,231.05,,26.6,,17.5,,1
2019 / 01,Manhattan,12,5013.39,544.19,616.59,29.33,36.4,,32.0,,1
2019 / 02,Manhattan,1,1423.33,357.76,236.92,16.85,,,,,1
2019 / 02,Manhattan,2,2044.15,429.91,315.74,,23.3,,,,1
2019 / 02,Manhattan,3,5518.28,450.46,358.15,,37.4,,,42.9,1
2019 / 02,Manhattan,4,2957.06,635.91,368.21,30.49,,,,,1
2019 / 02,Manhattan,5,1486.34,254.32,174.19,,,,,,1
2019 / 02,Manhattan,6,2996.29,744.2,392.75,25.99,,,,,1
2019 / 02,Manhattan,7,4533.31,998.42,718.3,28.51,32.78,,,8.05,1
2019 / 02,Manhattan,8,5268.03,1045.38,754.37,12.37,,,,,1
2019 / 02,Manhattan,9,2076.87,246.14,244.75,17.32,53.75,,,,1
2019 / 02,Manhattan,10,5686.71,240.97,259.71,,,,,11.53,1
2019 / 02,Manhattan,11,2165.8,195.7,184.77,,17.39,,,,1
2019 / 02,Manhattan,12,4422.72,407.68,458.93,24.9,27.84,,,,1
2019 / 03,Manhattan,1,1501.89,415.47,265.03,21.45,,,,,1
2019 / 03,Manhattan,2,2136.54,443.28,316.81,,29.62,,,,1
2019 / 03,Manhattan,3,6017.89,510.5,403.72,,52.31,,,43.4,1
2019 / 03,Manhattan,4,3179.76,716.96,409.73,34.26,,,,,1
2019 / 03,Manhattan,5,1593.53,263.69,170.51,,,,,,1
2019 / 03,Manhattan,6,3195.74,835.08,431.64,35.55,,,,,1
2019 / 03,Manhattan,7,4832.3,1132.52,796.23,32.81,39.22,,,10.12,1
2019 / 03,Manhattan,8,5597.99,1187.33,816.99,14.71,,,,,1
2019 / 03,Manhattan,9,2238.48,283.65,269.24,21.76,70.59,,,,1
2019 / 03,Manhattan,10,6188.13,264.32,268.44,,,,,13.84,1
2019 / 03,Manhattan,11,2425.43,217.18,193.93,,22.76,,,,1
2019 / 03,Manhattan,12,4792.65,437.0,486.23,26.85,43.05,,,,1
2019 / 04,Manhattan,1,1597.47,380.24,250.41,23.35,,,,,1
2019 / 04,Manhattan,2,2342.55,487.33,346.14,,26.9,,,,1
2019 / 04,Manhattan,3,6261.74,479.51,370.88,,44.44,,,37.58,1
2019 / 04,Manhattan,4,3401.64,683.49,364.65,39.57,,,,,1
2019 / 04,Manhattan,5,1739.31,288.93,186.77,,,,,,1
2019 / 04,Manhattan,6,3364.17,799.64,398.59,40.65,,,,,1
2019 / 04,Manhattan,7,5121.66,1110.45,781.36,36.96,35.55,,,8.26,1
2019 / 04,Manhattan,8,6076.31,1172.56,797.96,17.51,,,,,1
2019 / 04,Manhattan,9,2353.34,252.79,250.87,27.07,64.06,,,,1
2019 / 04,Manhattan,10,6382.73,269.66,280.67,,,,,11.83,1
2019 / 04,Manhattan,11,2498.4,215.71,191.01,,18.47,,,,1
2019 / 04,Manhattan,12,5030.3,434.77,490.35,28.42,36.23,,,,1
2019 / 05,Manhattan,1,1698.13,446.51,280.46,27.35,,,,,1
2019 / 05,Manhattan,2,2487.36,492.93,347.93,,37.92,,,,1
2019 / 05,Manhattan,3,6761.81,570.67,437.73,,61.05,,,34.61,1
2019 / 05,Manhattan,4,3569.69,803.46,446.91,46.95,,,,,1
2019 / 05,Manhattan,5,1865.05,308.29,202.52,,,,,,1
2019 / 05,Manhattan,6,3546.7,938.7,471.69,45.87,,,,,1
2019 / 05,Manhattan,7,5355.99,1196.61,800.29,43.01,57.24,,,8.36,1
2019 / 05,Manhattan,8,6224.25,1291.84,859.13,19.51,,,,,1
2019 / 05,Manhattan,9,2585.85,324.1,310.45,28.15,88.55,,,,1
2019 / 05,Manhattan,10,6772.23,309.39,313.71,,,,,10.33,1
2019 / 05,Manhattan,11,2659.47,251.01,219.27,,31.49,,,,1
2019 / 05,Manhattan,12,5293.69,514.7,555.39,31.37,53.29,,,,1
2019 / 06,Manhattan,1,1592.37,428.49,268.77,23.13,,,,,1
2019 / 06,Manhattan,2,2200.77,474.09,321.81,,28.11,,,,1
2019 / 06,Manhattan,3,6123.03,525.82,371.7,,42.86,,,35.77,1
2019 / 06,Manhattan,4,3338.94,714.9,376.14,42.04,,,,,1
2019 / 06,Manhattan,5,1731.4,272.22,162.4,,,,,,1
2019 / 06,Manhattan,6,3310.39,845.73,402.86,40.35,,,,,1
2019 / 06,Manhattan,7,4911.0,1190.27,779.31,40.44,30.48,,,10.97,1
2019 / 06,Manhattan,8,5746.02,1170.86,778.47,18.12,,,,,1
